"Location","Year","Readings"
"A",2012,128.903072355593
"A",2012,123.238929277796
"A",2012,117.230749292684
"A",2012,122.560435687345
"A",2012,134.386744719472
"A",2012,129.288168652862
"A",2012,132.629505374769
"A",2012,133.304967267591
"A",2012,122.300489844657
"A",2012,126.364216443882
"A",2012,126.259934322813
"A",2012,124.470006307832
"A",2012,132.942030918278
"A",2012,134.818416750271
"A",2012,128.569664595761
"A",2012,131.687863405667
"A",2012,129.022453910833
"A",2013,136.685301822612
"A",2013,120.193699913309
"A",2013,129.992588414744
"A",2013,131.043307547956
"A",2013,133.892152016243
"A",2013,135.473384912653
"A",2013,132.760728970501
"A",2013,138.238334309686
"A",2013,134.299785564341
"A",2013,123.78720808395
"A",2013,126.109115489818
"A",2013,133.678962891255
"A",2013,132.859911884507
"A",2013,134.323183565758
"A",2013,140.647920606214
"A",2013,120.484811673564
"A",2013,137.885026709918
"A",2013,134.675688783163
"A",2013,138.548755474884
"A",2013,147.507070791744
"A",2013,133.821180852871
"A",2013,128.331331102615
"A",2013,138.067481298017
"A",2013,132.560696542577
"A",2013,130.896421565333
"A",2013,137.191154542414
"A",2013,142.689459897642
"A",2013,131.284153220988
"A",2013,133.29475794944
"A",2013,130.450865078579
"A",2013,135.93031713201
"A",2013,132.634999925855
"A",2013,139.52202922469
"A",2013,129.074639204909
"A",2013,129.223894157452
"A",2013,130.235120550406
"A",2013,136.531116028184
"A",2013,135.323056209543
"A",2013,126.692265459059
"A",2013,123.724219149943
"A",2014,136.847097815567
"A",2014,119.132578226713
"A",2014,124.017481836705
"A",2014,122.451366622338
"A",2014,134.830909383007
"A",2014,132.31279716643
"A",2014,126.162621137271
"A",2014,138.358050930082
"A",2014,129.262519824065
"A",2014,116.463046355542
"A",2014,129.06533363211
"A",2014,135.829161540997
"A",2014,137.419413587678
"A",2014,118.960594794376
"A",2014,136.462556019526
"A",2014,135.255510402755
"A",2014,122.323430913475
"A",2014,131.179312572859
"A",2014,138.950605719113
"A",2014,132.836142878408
"A",2014,130.99700293341
"A",2014,134.008476363933
"A",2014,134.926170154121
"A",2014,146.79941026085
"A",2014,130.777942995802
"A",2014,125.158321593472
"A",2014,129.767790744121
"A",2014,125.110029325562
"A",2014,128.708642554404
"A",2014,135.166374588671
"A",2014,122.343157047539
"A",2014,135.058377425739
"A",2014,133.532585913012
"A",2014,137.009849763509
"A",2014,127.192397205494
"A",2014,132.268261492471
"A",2014,120.069593064974
"A",2014,125.811054687071
"A",2014,132.832381938381
"A",2015,135.252417249318
"A",2015,119.146092615161
"A",2015,128.29895931537
"A",2015,132.800594885221
"A",2015,135.312985936298
"A",2015,133.609700425811
"A",2015,131.693605676757
"A",2015,140.877320289065
"A",2015,132.715184908388
"A",2015,132.347571608724
"A",2015,126.532433371042
"A",2015,130.588971440937
"A",2015,138.516987462923
"A",2015,136.255392804219
"A",2015,132.453552614979
"A",2015,125.415921005694
"A",2015,137.483192348793
"A",2015,133.411038077416
"A",2015,130.767807669183
"A",2015,140.075976544953
"A",2015,129.283738490336
"A",2015,144.746834460244
"A",2015,143.018670343724
"A",2015,124.825485825422
"A",2015,133.68097430064
"A",2015,125.065518737042
"A",2015,130.665802773102
"A",2015,128.984180390942
"A",2015,123.395238098838
"A",2015,127.007720517807
"A",2015,124.969288019173
"A",2015,136.192277817243
"A",2015,132.794718436294
"A",2015,134.988747658077
"A",2015,136.774480609337
"A",2015,133.862432236356
"A",2015,138.396012591608
"A",2015,132.172385964181
"A",2015,139.230736035003
"A",2015,140.36973315343
"A",2016,130.011102345355
"A",2016,133.124832143427
"A",2016,134.465025370997
"A",2016,139.822386380575
"A",2016,127.385248820326
"A",2016,139.693758421396
"A",2016,134.199528059485
"A",2016,127.828876272402
"A",2016,120.516540291761
"A",2016,134.865043516787
"A",2016,141.889368819584
"A",2016,133.176449611205
"A",2016,135.302965832402
"A",2016,137.908051301202
"A",2016,126.614547131154
"A",2016,134.564072250023
"A",2016,134.836592723538
"A",2016,144.135418787622
"A",2016,139.088126770591
"A",2016,146.563012224893
"A",2016,138.584987117395
"A",2016,137.994445287245
"A",2016,129.330705876544
"A",2016,134.119160754593
"A",2016,130.59272746046
"A",2016,126.952904160774
"A",2016,130.497415908182
"A",2016,150.148418982752
"A",2016,125.494910985785
"A",2016,133.17363981537
"A",2016,135.233933733878
"A",2016,146.327323070409
"A",2016,136.056675056241
"A",2016,139.726806174075
"A",2016,129.920081344283
"A",2016,121.304533196181
"A",2016,135.080040350157
"A",2016,131.999354925554
"A",2016,130.221587024398
"A",2017,134.659174276551
"A",2017,129.72098651856
"A",2017,134.211993852165
"A",2017,123.63767406902
"A",2017,136.796105341329
"A",2017,131.510463023455
"A",2017,135.1913309409
"A",2017,128.131441508202
"A",2017,134.035279822638
"A",2017,137.545212382796
"A",2017,140.392000794137
"A",2017,140.311756848264
"A",2017,137.05655117646
"A",2017,134.799465500286
"A",2017,126.118605123817
"A",2017,142.568749022613
"A",2017,138.996250876984
"A",2017,145.19257887835
"A",2017,140.069245969457
"A",2017,130.445096238513
"A",2017,123.139256075881
"A",2017,124.089205607477
"A",2017,132.00294948242
"A",2017,125.279457987939
"A",2017,133.18212627148
"A",2017,145.164633838702
"A",2017,145.483544449489
"A",2017,144.851098553841
"A",2017,138.595391035118
"A",2017,125.905383021002
"A",2017,139.801829380333
"A",2017,141.983468871194
"A",2017,131.780854258345
"A",2017,132.170014886644
"A",2017,144.942847719729
"A",2017,138.366800901227
"A",2017,132.276871984576
"A",2017,129.631623818838
"A",2017,132.529358352908
"A",2017,136.705290353839
"A",2018,131.783395193413
"A",2018,130.78889594587
"A",2018,135.404426380481
"A",2018,129.610339437191
"A",2018,139.99932109558
"A",2018,136.270990829174
"A",2018,133.426191946362
"A",2018,131.442687650174
"A",2018,132.906904774211
"A",2018,141.318262121984
"A",2018,135.582703056864
"A",2018,127.197032041538
"A",2018,139.151628675037
"A",2018,133.114381524636
"A",2018,134.79183719618
"A",2018,126.228785816979
"A",2018,137.866135067098
"A",2018,148.622598616995
"A",2018,125.359323194022
"A",2018,127.877938147212
"A",2018,130.092850104032
"A",2018,124.899175222001
"A",2018,133.145768799599
"A",2018,135.883467787075
"A",2018,126.859942546656
"A",2018,137.224170500166
"A",2018,127.710626047056
"A",2018,139.384137462178
"A",2018,141.17398059577
"A",2018,129.311205749969
"A",2018,132.666005128567
"A",2018,132.658879832262
"A",2018,125.711801082028
"A",2018,136.298247493681
"A",2018,134.779083472585
"A",2018,127.346571956587
"A",2018,134.756526431344
"A",2018,130.795637306787
"A",2018,139.576366906717
"A",2018,127.963604759381
"A",2018,132.277375919476
"A",2019,136.069173443275
"A",2019,142.525184844511
"A",2019,140.607044378679
"A",2019,127.58103881075
"A",2019,128.193392181482
"A",2019,146.688625686289
"A",2019,145.00203281773
"A",2019,145.270300374083
"A",2019,140.718616723733
"A",2019,150.771282804604
"A",2019,143.155855673575
"A",2019,139.814830215148
"A",2019,150.326509293576
"A",2019,143.133649640276
"A",2019,140.876951585444
"A",2019,144.880673210234
"A",2019,139.239873852859
"A",2019,140.501390620807
"A",2019,134.843139853431
"A",2019,143.843349995828
"A",2019,132.310865325434
"A",2019,139.380357962698
"A",2019,148.110972585955
"A",2019,133.266692791007
"A",2019,140.228844429885
"A",2019,135.348315129747
"A",2019,139.468453315658
"A",2019,138.820099596763
"A",2019,147.259627939861
"A",2019,145.561183434277
"A",2019,137.528471096118
"A",2019,141.313049084503
"A",2019,151.833173136637
"A",2019,135.858845805871
"A",2019,144.385843442437
"A",2019,138.725668065258
"A",2019,134.346453699216
"A",2019,136.961383416377
"A",2019,142.250232282207
"A",2019,143.665310223468
"A",2019,143.06301338292
"A",2019,137.280270662377
"A",2020,130.949516581274
"A",2020,145.874537157494
"A",2020,141.153158476945
"A",2020,132.315116885551
"A",2020,142.63150158686
"A",2020,143.259958638226
"A",2020,141.708042539704
"A",2020,137.8892541586
"A",2020,141.368108542749
"A",2020,144.245417175046
"A",2020,146.519690371051
"A",2020,144.929477778212
"A",2020,143.165603865933
"A",2020,145.387264408653
"A",2020,147.718150973133
"A",2020,142.551605045822
"A",2020,134.998084245284
"A",2020,137.097208586958
"A",2020,139.394403728715
"A",2020,139.104058308534
"A",2021,144.054634683087
"A",2021,141.463421246679
"A",2021,131.16422352451
"A",2021,146.395525858396
"A",2021,136.98551717436
"A",2021,137.727990796225
"A",2021,149.778716396101
"A",2021,146.762881238912
"A",2021,141.150401105924
"A",2021,149.554638333002
"A",2021,138.230454314856
"A",2021,137.086204381057
"A",2021,139.190602861333
"A",2021,145.050620307443
"A",2021,137.712993132296
"A",2021,136.218190064836
"A",2021,139.178617223496
"A",2021,142.668644278112
"A",2021,135.585127566707
"A",2021,141.193956550008
"A",2021,139.619512118173
"A",2021,143.441892032602
"A",2021,144.408913334189
"A",2021,148.476824990194
"A",2021,143.541644070214
"A",2021,140.092586293094
"A",2021,141.35491390214
"A",2021,145.43752829347
"A",2021,142.740580514775
"A",2021,145.643595139815
"A",2021,145.963901747555
"A",2021,139.214185329844
"A",2021,138.593872919488
"A",2021,145.485812334718
"A",2021,141.843328048865
"A",2021,145.092129975846
"A",2021,144.611477669976
"A",2021,139.76973316986
"A",2021,146.112516018396
"A",2021,138.891460861149
"A",2022,137.664909134721
"A",2022,151.704936903826
"A",2022,127.28945353773
"A",2022,159.058976659897
"A",2022,151.610044850454
"A",2022,137.98812126845
"A",2022,141.666210124117
"A",2022,135.49893048944
"A",2022,142.039832453173
"A",2022,134.434353885604
"A",2022,134.692675066578
"A",2022,142.095860198282
"A",2022,140.909702664173
"A",2022,130.609642411419
"A",2022,152.264637198694
"A",2022,142.409387695878
"A",2022,146.778426425482
"A",2022,140.613879842107
"A",2022,133.607677346753
"A",2022,141.40015241787
"A",2022,148.012042982272
"A",2022,138.482416897445
"A",2022,144.004468583054
"A",2022,143.188342486644
"A",2022,143.481771687244
"A",2022,147.100204253245
"A",2022,134.591504575771
"A",2022,141.120380682678
"A",2022,137.407311369766
"A",2022,139.212115606474
"A",2022,145.916319577374
"A",2022,134.980933664773
"A",2022,137.005759074917
"A",2022,133.43110690455
"A",2022,143.210555259314
"A",2022,133.924807526037
"A",2022,144.258449029252
"A",2022,135.464990244944
"A",2023,156.54746264653
"A",2023,153.301977123437
"A",2023,133.405842205669
"A",2023,151.046140001958
"A",2023,139.389624939017
"A",2023,141.09918039565
"A",2023,141.987592663209
"A",2023,136.293751317125
"A",2023,149.253068238013
"A",2023,130.069517561389
"A",2023,153.233016280075
"A",2023,136.808830996648
"A",2023,145.110005716157
"A",2023,147.565885853971
"A",2023,129.321626377327
"A",2023,140.491917460687
"A",2023,145.264583628549
"A",2023,131.877225763019
"A",2023,134.473332318573
"A",2023,143.888085935222
"A",2023,141.075086633189
"A",2023,143.982165823271
"A",2023,147.848471880031
"A",2023,145.36784833644
"A",2023,127.567195668306
"A",2023,145.30236475917
"A",2023,138.969283853596
"A",2023,153.13954963286
"A",2023,146.310409274952
"A",2023,126.798282995255
"A",2023,150.399435048897
"A",2023,152.193077602171
"A",2023,151.005943013713
"A",2023,141.313830315875
"A",2023,142.228753133881
"A",2023,139.034950123755
"A",2023,138.90526593697
"A",2023,139.363454298909
"A",2023,138.757411993347
"A",2023,142.15145781805
"A",2024,147.024121680451
"A",2024,154.133071539379
"A",2024,135.217600657372
"A",2024,135.865970106365
"A",2024,138.544820132398
"A",2024,144.242467998785
"A",2024,137.275526803376
"A",2024,138.408894711104
"A",2024,130.039587179803
"A",2024,149.739788538468
"A",2024,130.317395403167
"A",2024,136.432277243868
"A",2024,143.014150674724
"A",2024,146.182871715387
"A",2024,151.299699265979
"A",2024,140.799280857298
"A",2024,148.311393684813
"A",2024,142.694538229906
"A",2024,147.075451512689
"A",2024,142.825178984838
"A",2024,134.203731431121
"A",2024,144.866482932083
"A",2024,139.501814273693
"A",2024,146.933724343069
"A",2024,150.678025086978
"A",2024,142.199090287098
"A",2024,147.968543838191
"A",2024,135.602395622804
"A",2024,133.246819382092
"A",2024,147.73209824945
"A",2024,151.58504230069
"A",2024,148.52511302494
"A",2024,136.238727593226
"A",2024,151.15459513739
"A",2024,143.072432138659
"A",2024,142.885972791141
"A",2024,148.931715193998
"A",2024,144.774429321509
"A",2025,142.061850608048
"A",2025,154.734206695492
"A",2025,134.868303752253
"A",2025,139.282344528832
"A",2025,149.861390784061
"A",2025,158.923719503168
"A",2025,143.171549708693
"A",2025,151.059828625927
"A",2025,145.987660256968
"A",2025,139.776461421343
"A",2025,134.82187189712
"A",2025,146.50925975315
"A",2025,147.27374578056
"A",2025,138.539243299588
"A",2025,132.127813982942
"A",2025,143.30032417398
"A",2025,141.602708244803
"A",2025,148.477729055634
"A",2025,149.412978373179
"A",2025,148.694351674369
"A",2025,142.171123753046
"A",2025,152.242994133107
"A",2025,143.154388786326
"A",2025,135.430264650001
"A",2025,136.150168011801
"A",2025,147.902680681371
"A",2025,143.261801700393
"A",2025,145.141838711348
"A",2025,143.234697192169
"A",2025,137.594246448062
"A",2025,140.514043323108
"A",2025,157.620634353361
"A",2025,140.96608589214
"A",2025,155.87991409874
"A",2025,147.761415587732
"A",2025,141.683178224479
"A",2025,151.794850710492
"A",2025,142.077584786797
"A",2025,134.012286514355
"B",2010,123.071836011694
"B",2010,122.811056426407
"B",2010,123.389722823035
"B",2010,130.40620026191
"B",2010,120.385208003381
"B",2010,117.749488937569
"B",2010,121.797227853623
"B",2010,127.060472866419
"B",2010,122.48061292829
"B",2010,113.103641361466
"B",2010,133.74431895324
"B",2010,125.153767314338
"B",2010,120.652748012137
"B",2010,125.837703980343
"B",2010,123.025249479696
"B",2010,131.415817898114
"B",2010,124.168230063953
"B",2010,124.423819103664
"B",2010,120.054241786355
"B",2010,122.751694141048
"B",2010,122.536070815606
"B",2010,117.093036584356
"B",2010,124.689710261958
"B",2010,130.268257850664
"B",2010,118.199735476859
"B",2010,124.342026729285
"B",2010,122.854882549732
"B",2010,129.058501850959
"B",2010,137.305133522945
"B",2010,130.212208138725
"B",2010,118.759332105784
"B",2010,125.606763280696
"B",2010,130.281654425438
"B",2010,135.97187698009
"B",2010,119.303952095694
"B",2010,121.748206488231
"B",2010,126.048694794307
"B",2010,134.357676118198
"B",2010,126.216571425884
"B",2010,122.82159806074
"B",2010,128.527970905223
"B",2011,127.88167618509
"B",2011,130.062848037327
"B",2011,118.72278752735
"B",2011,125.247745735927
"B",2011,116.354474175795
"B",2011,121.219855090911
"B",2011,122.175858294072
"B",2011,124.203505300276
"B",2011,123.749026676182
"B",2011,123.8552908984
"B",2011,115.348405914539
"B",2011,127.443632638998
"B",2011,124.196600596933
"B",2011,130.925626935921
"B",2011,119.197169515579
"B",2011,122.288939298508
"B",2011,138.022276449678
"B",2011,124.389678268149
"B",2011,131.373730391029
"B",2011,116.211163950484
"B",2011,128.340843794311
"B",2011,115.844700333692
"B",2011,122.317399888766
"B",2011,129.964740324455
"B",2011,135.368966530351
"B",2011,121.8653986649
"B",2011,126.988146769312
"B",2011,121.527429551998
"B",2011,122.87687158818
"B",2011,124.614218519112
"B",2011,117.673906193999
"B",2011,116.563950073329
"B",2011,134.492786405329
"B",2011,131.147095326781
"B",2011,125.857518903282
"B",2011,119.483740345123
"B",2011,127.217705339595
"B",2011,129.383961368912
"B",2011,129.371062988383
"B",2011,126.674968221024
"B",2012,125.675850613086
"B",2012,134.221587572321
"B",2012,125.945090049107
"B",2012,116.037397452703
"B",2012,137.933522992208
"B",2012,138.994040895705
"B",2012,131.105420900226
"B",2012,130.851431957021
"B",2012,125.643678540872
"B",2012,126.748133535246
"B",2012,104.325695399646
"B",2012,123.545009678282
"B",2012,129.219415510578
"B",2012,116.048786891227
"B",2012,140.98613201377
"B",2012,125.116462935973
"B",2012,123.063380695035
"B",2012,135.172423122847
"B",2012,126.290965104905
"B",2012,125.348187397375
"B",2012,125.066613452468
"B",2012,128.5724581771
"B",2012,126.612417981187
"B",2012,134.815734034528
"B",2012,112.954740555458
"B",2012,121.550001174245
"B",2012,133.778535191907
"B",2012,132.11983853636
"B",2012,132.617316762012
"B",2012,113.462098575487
"B",2012,120.769598069361
"B",2012,126.852444620718
"B",2012,137.778324851243
"B",2012,137.997835969107
"B",2012,132.758609553952
"B",2012,113.165904666889
"B",2012,130.561387525584
"B",2012,129.103508824485
"B",2012,130.909744062749
"B",2013,138.15968016639
"B",2013,121.114766800064
"B",2013,127.201862447298
"B",2013,130.145596182155
"B",2013,118.646955153359
"B",2013,130.454101089702
"B",2013,126.804554653206
"B",2013,118.609779482472
"B",2013,129.808565792525
"B",2013,114.800470572959
"B",2013,125.910951802001
"B",2013,126.992544396416
"B",2013,117.474276905737
"B",2013,133.899509887472
"B",2013,123.040777273007
"B",2013,136.430969119234
"B",2013,126.433257729713
"B",2013,133.944155247038
"B",2013,134.414573216327
"B",2013,137.292020775574
"B",2013,129.591373729119
"B",2013,125.524180719901
"B",2013,122.911859309565
"B",2013,137.036725668228
"B",2013,126.966134271049
"B",2013,125.377659903245
"B",2013,121.489374373324
"B",2013,127.04208908008
"B",2013,123.943878556835
"B",2013,126.081027866063
"B",2013,130.068701136543
"B",2013,131.331038540672
"B",2013,139.82589274477
"B",2013,134.193031214121
"B",2013,130.236077038716
"B",2013,136.116944159018
"B",2013,141.740850443307
"B",2013,117.646651539302
"B",2013,124.371350943839
"B",2013,132.752340078691
"B",2014,128.896959649788
"B",2014,127.033431331627
"B",2014,121.653674480507
"B",2014,131.88122791133
"B",2014,129.367299363089
"B",2014,117.043202920171
"B",2014,125.877777737182
"B",2014,122.758946219427
"B",2014,132.952303979918
"B",2014,122.022049462859
"B",2014,126.507168380702
"B",2014,128.686689426492
"B",2014,129.931973207427
"B",2014,119.665285155891
"B",2014,121.090476231636
"B",2014,132.232382381983
"B",2014,130.081770217716
"B",2014,130.883725881271
"B",2014,128.783700875473
"B",2014,135.623054794447
"B",2014,114.249546878598
"B",2014,128.738684419468
"B",2014,129.50564618313
"B",2014,111.674662645813
"B",2014,122.188106228384
"B",2014,128.748563382232
"B",2014,111.031311166574
"B",2014,127.764104908144
"B",2014,122.307194383033
"B",2014,128.951762961521
"B",2014,127.548733369309
"B",2014,126.815512649078
"B",2014,126.820489143368
"B",2014,129.71181657784
"B",2014,134.416547540674
"B",2014,121.035256605524
"B",2014,124.319256277865
"B",2014,125.105223391576
"B",2014,120.680895550167
"B",2014,126.355055876495
"B",2015,118.972413337164
"B",2015,127.209180087755
"B",2015,124.978481333753
"B",2015,130.867053839098
"B",2015,141.299383592547
"B",2015,135.967577514613
"B",2015,130.945415012224
"B",2015,124.191005863559
"B",2015,132.512594251033
"B",2015,119.004387729232
"B",2015,129.400084079151
"B",2015,133.667281834742
"B",2015,128.341116144185
"B",2015,133.647348922173
"B",2015,130.881784711501
"B",2015,123.641553486044
"B",2015,116.717985519277
"B",2015,133.599024427607
"B",2015,123.044316270491
"B",2015,124.111635720102
"B",2015,119.757494622703
"B",2015,140.708565533218
"B",2015,135.067081425887
"B",2015,127.126808073377
"B",2015,145.775733159727
"B",2015,139.44686080185
"B",2015,128.479997773131
"B",2015,121.557194288382
"B",2015,123.661209389713
"B",2015,135.18430054395
"B",2015,130.439054058118
"B",2015,135.535976626087
"B",2015,128.146438460617
"B",2015,118.96470546372
"B",2015,138.160961762546
"B",2015,128.414170277296
"B",2015,130.501840816162
"B",2015,122.857378637998
"B",2015,133.625899451918
"B",2015,137.599393047937
"B",2015,139.547683278314
"B",2016,115.141723797015
"B",2016,120.520130564611
"B",2016,134.967706135873
"B",2016,131.259536261649
"B",2016,128.595937507281
"B",2016,133.515069010896
"B",2016,127.076752023561
"B",2016,128.546542014626
"B",2016,130.185257747055
"B",2016,133.15043693737
"B",2016,125.357493691917
"B",2016,139.20781986106
"B",2016,124.840532212966
"B",2016,138.155519471362
"B",2016,125.657501014397
"B",2016,134.907534418683
"B",2016,130.301549335805
"B",2016,131.343872161304
"B",2016,125.153674848028
"B",2016,130.12194859132
"B",2016,131.380345833144
"B",2016,128.563583336129
"B",2016,121.985495372696
"B",2016,127.719739237279
"B",2016,132.624177050815
"B",2016,121.639051222326
"B",2016,124.008780321636
"B",2016,123.839391253511
"B",2016,130.433728952236
"B",2016,121.888696281027
"B",2016,126.858139689425
"B",2016,133.217309663857
"B",2016,108.946838067642
"B",2016,132.915798523584
"B",2016,129.327191126262
"B",2016,131.960721969359
"B",2016,131.878873492193
"B",2016,121.983353352411
"B",2016,129.255367106607
"B",2016,131.504128016882
"B",2017,130.40102034095
"B",2017,131.325735926008
"B",2017,121.210918903825
"B",2017,126.175091971739
"B",2017,129.378351276311
"B",2017,134.191384674387
"B",2017,111.425223974914
"B",2017,121.038603278178
"B",2017,132.875564491752
"B",2017,127.632564404737
"B",2017,142.496747814782
"B",2017,122.719841296359
"B",2017,125.445361476245
"B",2017,127.382105800635
"B",2017,123.135389260374
"B",2017,110.987843229101
"B",2017,125.206498632182
"B",2017,122.952727054928
"B",2017,127.070177573547
"B",2017,136.885092334259
"B",2017,122.079701464339
"B",2017,138.492881873329
"B",2017,130.977242042915
"B",2017,137.385183182221
"B",2017,113.458892173423
"B",2017,114.040549926573
"B",2017,133.958531473674
"B",2017,132.352074973139
"B",2017,114.589173432428
"B",2017,128.127773368884
"B",2017,132.297126231358
"B",2017,114.865967674063
"B",2017,132.292015047719
"B",2017,120.711076587245
"B",2017,127.660381402435
"B",2017,126.379246483981
"B",2017,123.155888899917
"B",2017,119.243015026938
"B",2017,129.661925418578
"B",2018,126.168560621652
"B",2018,133.780216302619
"B",2018,129.024417039928
"B",2018,131.247074561996
"B",2018,132.920513516325
"B",2018,127.758095126826
"B",2018,133.206054212244
"B",2018,126.073543321446
"B",2018,125.043100840402
"B",2018,121.753056443318
"B",2018,143.055254198304
"B",2018,130.60296938403
"B",2018,136.196057816901
"B",2018,132.909448386499
"B",2018,134.361167091582
"B",2018,120.19713706129
"B",2018,141.968049493517
"B",2018,129.990806687097
"B",2018,134.877391880207
"B",2018,127.943570266285
"B",2018,133.433715315675
"B",2018,137.409817479527
"B",2018,129.079280389537
"B",2018,135.042270243459
"B",2018,133.523005465144
"B",2018,121.545360636682
"B",2018,132.953762615865
"B",2018,131.454398642183
"B",2018,126.264399872943
"B",2018,126.527491975676
"B",2018,127.438533158947
"B",2018,123.115789873415
"B",2018,133.588881250224
"B",2018,137.763951080806
"B",2018,131.793617449726
"B",2018,123.487101353251
"B",2018,123.716946762807
"B",2018,128.247050652995
"B",2018,131.94667899187
"B",2018,132.68571761033
"B",2019,133.54389863204
"B",2019,135.221100365281
"B",2019,129.888773262902
"B",2019,130.550644923455
"B",2019,128.509925862003
"B",2019,137.020436221048
"B",2019,133.44565837464
"B",2019,124.339057469934
"B",2019,135.847549850925
"B",2019,127.553798072227
"B",2019,129.563305713461
"B",2019,123.170737096698
"B",2019,137.68312926412
"B",2019,133.945774464932
"B",2019,123.480420999572
"B",2019,129.90488715657
"B",2019,129.063507466002
"B",2019,132.010256900886
"B",2019,128.074915181422
"B",2019,131.436692418682
"B",2019,141.983183654121
"B",2019,125.931884352507
"B",2019,127.684582079978
"B",2019,127.479269045897
"B",2019,133.094113264954
"B",2019,130.232123486665
"B",2019,128.645739238162
"B",2019,120.569775704969
"B",2019,122.35070739176
"B",2019,136.419185307195
"B",2019,139.3504890391
"B",2019,131.872056340837
"B",2019,145.579408810181
"B",2019,141.634343595386
"B",2019,133.932666843672
"B",2019,134.783829142677
"B",2019,144.330568401146
"B",2019,125.246516754106
"B",2019,120.765928093137
"B",2020,130.630091399298
"B",2020,132.582775510645
"B",2020,134.327950826496
"B",2020,136.294575663988
"B",2020,129.827459541767
"B",2020,135.411449598442
"B",2020,133.28766155229
"B",2020,130.711674214876
"B",2020,132.949875385733
"B",2020,126.884007730399
"B",2020,136.878859773407
"B",2020,134.294194304229
"B",2020,125.756882461061
"B",2020,132.002342798908
"B",2020,126.973593851686
"B",2020,117.008322299879
"B",2020,133.51725273095
"B",2020,131.386807335533
"B",2020,130.235968189507
"B",2020,124.89794491168
"B",2020,125.225613002072
"B",2021,130.28172979153
"B",2021,126.743994901871
"B",2021,131.374920219431
"B",2021,130.625736152961
"B",2021,126.977884219903
"B",2021,124.237566156031
"B",2021,133.72374226112
"B",2021,137.202198381581
"B",2021,140.188379221123
"B",2021,136.73312470731
"B",2021,136.249086504208
"B",2021,134.562403255108
"B",2021,129.832870259063
"B",2021,125.479358568085
"B",2021,121.225070470649
"B",2021,126.359440337629
"B",2021,135.339834715048
"B",2021,137.846705987957
"B",2021,143.591251338811
"B",2021,125.639828927835
"B",2021,135.056420900898
"B",2021,129.854710593715
"B",2021,141.89083003069
"B",2021,129.282006272093
"B",2021,138.990148027659
"B",2021,130.954219931978
"B",2021,131.760481800792
"B",2021,119.902003303849
"B",2021,145.291528026311
"B",2021,128.935075865938
"B",2022,141.56534684111
"B",2022,126.669281964807
"B",2022,138.38431219751
"B",2022,141.083097110731
"B",2022,133.639218604958
"B",2022,132.51244790195
"B",2022,132.387312076054
"B",2022,131.147229266681
